,title,genres,rating,rating_voters,season,studio,origin,pg,type,episode_count
180,Пропавшие феи 2,Демоны;Магия;Сверхъестественное;Фэнтези;Экшен,8.0,417.0,Осень 2019,P.A. Works,ТВ Сериал,18+,ТВ Сериал,12
181,Цикл историй: Межсезонье и сезон монстров,Вампиры;Детектив;Комедия;Сверхъестественное,8.7,428.0,,SHAFT,ONA,18+,ONA,1
182,Детективное агентство Ли,Детектив;Комедия;Фэнтези;Экшен,7.0,325.0,,,ONA,16+,ONA,6
183,Сказка о сахарном яблоке,Приключения;Романтика;Сёдзё;Фэнтези,8.9,6693.0,Зима 2023,J.C. Staff,ТВ Сериал,16+,ТВ Сериал,12
184,Кулинарные поединки Сомы OVA,Сёнэн;Школа;Этти,8.2,631.0,,J.C. Staff,OVA,16+,OVA,2
185,Ди — охотник на вампиров,Вампиры;Сверхъестественное;Ужасы;Фантастика;Экшен,7.7,778.0,,Production Reed,Фильм,18+,Фильм,1
186,Шумиха! Спешлы,Детектив;Исторический;Комедия;Сверхъестественное;Экшен,7.7,157.0,,Brains Base,Спешл,18+,Спешл,3
187,Царство 4,Военное;Исторический;Сэйнэн;Экшен,9.2,1134.0,Весна 2022,Studio Pierrot,ТВ Сериал,18+,ТВ Сериал,26
188,Сказания Луминарии: Роковое перепутье,,5.5,215.0,,Kamikaze Douga,ONA,16+,ONA,2
189,Старшая карта 2,Супер сила;Фэнтези;Экшен,8.2,1036.0,Зима 2024,Studio Hibari,ТВ Сериал,18+,ТВ Сериал,12
190,Тринити: Семеро магов,Гарем;Комедия;Магия;Романтика;Сверхъестественное;Сёнэн;Фэнтези;Школа;Экшен;Этти,8.0,4768.0,Осень 2014,Seven Arcs Pictures,ТВ Сериал,16+,ТВ Сериал,12
191,Легенда о мане: Кристалл слёз,Приключения,4.9,301.0,Осень 2022,Graphinica,ТВ Сериал,16+,ТВ Сериал,12
192,91 день,Драма;Исторический;Экшен,8.9,10644.0,Лето 2016,Studio Shuka,ТВ Сериал,18+,ТВ Сериал,12
193,16-битная чувственность: Новый слой,Комедия;Сверхъестественное,7.7,1186.0,Осень 2023,,ТВ Сериал,16+,ТВ Сериал,13
194,Рок-шоу! 3,Комедия;Музыка,6.8,122.0,Зима 2020,Kinema Citrus,ТВ Сериал,12+,ТВ Сериал,12
195,Арифурэта: Сильнейший ремесленник в мире — Дополнительные эпизоды,Гарем;Приключения;Фэнтези;Экшен,7.8,2731.0,,,Спешл,16+,Спешл,2
196,Медленный старт,Комедия;Повседневность;Школа,7.4,198.0,Зима 2018,A-1 Pictures Inc.,ТВ Сериал,16+,ТВ Сериал,12
197,Очаровательная богиня еды 2,Драма;Исторический;Комедия;Приключения;Романтика,8.6,982.0,,,ONA,16+,ONA,12
198,Этот замечательный мир! 2,Комедия;Магия;Пародия;Приключения;Сверхъестественное;Фэнтези,8.9,16542.0,Зима 2017,Studio DEEN,ТВ Сериал,16+,ТВ Сериал,10
199,Клинок и душа,Боевые искусства;Приключения;Фэнтези;Экшен,7.0,457.0,Весна 2014,Gonzo,ТВ Сериал,18+,ТВ Сериал,13
200,Тринити: Семеро магов — Небесная библиотека и Багровый Король,Гарем;Комедия;Магия;Романтика;Сёнэн;Фэнтези;Школа;Экшен;Этти,8.4,1689.0,,Seven Arcs Pictures,Фильм,16+,Фильм,1
201,Сказка о девушке эпохи Тайсё,Исторический;Комедия;Повседневность;Романтика;Сёнэн,9.1,3538.0,Осень 2021,SynergySP,ТВ Сериал,12+,ТВ Сериал,12
202,Семь смертных грехов: Недовольство Эдинбурга,Приключения;Сверхъестественное;Фэнтези;Экшен,3.0,2579.0,,Marvy Jack,ONA,16+,ONA,1
203,"Сыграйте круто, ребята",,8.4,684.0,Осень 2022,Studio Pierrot,ТВ Сериал,16+,ТВ Сериал,24
204,Школа между измерениями,Школа,2.9,522.0,Зима 2019,,ТВ Сериал,16+,ТВ Сериал,11
205,Уж не зомби ли это? Среди мертвецов,Гарем;Комедия;Магия;Сверхъестественное;Экшен;Этти,7.8,971.0,Весна 2012,Studio DEEN,ТВ Сериал,18+,ТВ Сериал,10
206,Бог разрушения за соседней партой,Дзёсэй;Комедия;Повседневность;Школа,6.9,919.0,Зима 2020,EMT²,ТВ Сериал,16+,ТВ Сериал,12
207,Дюрарара!! 2: Продолжение,Детектив;Сверхъестественное;Экшен,8.7,1212.0,Лето 2015,Studio Shuka,ТВ Сериал,18+,ТВ Сериал,12
208,Добро пожаловать в NHK,Драма;Комедия;Психологическое;Романтика,8.7,2750.0,Лето 2006,Gonzo,ТВ Сериал,18+,ТВ Сериал,24
209,Ван-Пис фильм 5: Проклятие Святого Меча,Комедия;Приключения;Сёнэн;Супер сила;Фэнтези;Экшен,7.5,448.0,,Toei Animation,Фильм,16+,Фильм,1
210,Глубинное безумие: Потерянное дитя,Фантастика,6.7,1120.0,Осень 2021,Silver Link,ТВ Сериал,18+,ТВ Сериал,12
211,Реинкарнация сильнейшего оммёдзи: Эти монстры слишком слабы по сравнению с моим ёкаем,Приключения;Фэнтези;Экшен,8.1,8864.0,Зима 2023,Studio Blanc,ТВ Сериал,16+,ТВ Сериал,13
212,Сумасшедшие ребята,Комедия;Музыка;Школа,7.6,240.0,Осень 2019,Studio DEEN,ТВ Сериал,16+,ТВ Сериал,11
213,Гуррен-Лаганн: Звёздный свет,Космос;Меха;Супер сила;Фантастика;Экшен,9.1,1226.0,,Gainax,Фильм,18+,Фильм,1
214,Музыкальная школа звёзд 3,Музыка;Повседневность;Школа,5.5,118.0,Лето 2019,C-Station,ТВ Сериал,16+,ТВ Сериал,12
215,Госпожа Кагуя: в любви как на войне — Первый поцелуй никогда не заканчивается,Драма;Комедия;Романтика;Сёнэн;Школа,9.2,5816.0,,A-1 Pictures Inc.,Фильм,16+,Фильм,1
216,Прегрешение: Семь смертных грехов,Фэнтези;Этти,6.8,741.0,Весна 2017,Artland,ТВ Сериал,18+,ТВ Сериал,12
217,Ван-Пис: Золото,Драма;Комедия;Приключения;Сёнэн;Фэнтези;Экшен,8.3,800.0,,Toei Animation,Фильм,16+,Фильм,1
218,Рилаккума и Каору,Детское,6.5,107.0,,dwarf,ONA,6+,ONA,13
219,"На самом деле, я самый сильный?",Приключения;Фэнтези,7.0,8347.0,Лето 2023,,ТВ Сериал,16+,ТВ Сериал,12
220,Брошенный кролик,Дзёсэй;Повседневность,9.2,3228.0,Лето 2011,Production I.G,ТВ Сериал,16+,ТВ Сериал,11
221,Сомали и Дух леса,Демоны;Драма;Повседневность;Приключения;Фэнтези,9.0,3195.0,Зима 2020,Satelight,ТВ Сериал,16+,ТВ Сериал,12
222,Повесть о конце света,Драма;Сверхъестественное;Супер сила;Сэйнэн;Фэнтези;Экшен,8.1,8763.0,,Graphinica,ONA,18+,ONA,12
223,Пластиковые воспоминания,Драма;Романтика;Фантастика,9.0,5458.0,Весна 2015,Dogakobo,ТВ Сериал,16+,ТВ Сериал,13
224,Страна чудес смертников,Сёнэн;Ужасы;Фантастика;Экшен,7.8,4887.0,Весна 2011,Manglobe,ТВ Сериал,18+,ТВ Сериал,12
225,Хладнокровный Хозуки,Демоны;Комедия;Сверхъестественное;Сэйнэн;Фэнтези,8.8,881.0,Зима 2014,Wit Studio,ТВ Сериал,16+,ТВ Сериал,13
226,Лиричная волшебница Наноха: Ас,Драма;Комедия;Магия;Супер сила;Экшен,,,Осень 2005,,ТВ Сериал,16+,ТВ Сериал,13
227,Приключения в другом мире: Воспитывать детей будучи авантюристом,Повседневность;Приключения;Фэнтези,7.4,2870.0,Лето 2024,EMT²,ТВ Сериал,16+,ТВ Сериал,12
228,Ван-Пис: Победить пирата Ганзака!,Комедия;Приключения;Сёнэн;Супер сила;Фэнтези;Экшен,7.6,629.0,,Production I.G,OVA,16+,OVA,1
229,Хранитель вечности,Магия;Сёнэн;Фантастика;Фэнтези;Экшен,8.0,1936.0,Осень 2017,J.C. Staff,ТВ Сериал,18+,ТВ Сериал,12
230,Путь аса 2,Комедия;Сёнэн;Спорт;Школа,8.7,321.0,Весна 2015,Madhouse Studios,ТВ Сериал,16+,ТВ Сериал,51
231,Красавчики-детективы,Детектив;Школа,8.4,1643.0,Весна 2021,SHAFT,ТВ Сериал,16+,ТВ Сериал,12
232,"Сто девушек, которые очень-очень-очень-очень-очень сильно тебя любят",Гарем;Комедия;Пародия;Романтика;Сэйнэн;Школа,8.4,8752.0,Осень 2023,Bibury Animation Studios,ТВ Сериал,16+,ТВ Сериал,12
233,Гуррен-Лаганн: На прорыв!,Комедия;Меха;Экшен,9.0,1045.0,,Gainax,Фильм,16+,Фильм,1
234,Приоритет чудо-яйца: Спецвыпуск,Драма;Психологическое;Фэнтези,7.9,3347.0,,CloverWorks,Спешл,18+,Спешл,1
235,Меч Гая 2,Сверхъестественное;Сэйнэн;Экшен,6.5,243.0,,DLE Inc.,ONA,18+,ONA,12
236,Нодамэ Кантабиле: Финал — Эпизод 0,Дзёсэй;Комедия;Музыка;Романтика,7.1,123.0,,J.C. Staff,Спешл,16+,Спешл,1
237,Re: Перерыв с нуля,Комедия;Приключения;Фэнтези,6.8,962.0,,Studio Puyukai,Спешл,16+,Спешл,11
238,Наруто 10: Последний фильм,Боевые искусства;Романтика;Сёнэн;Супер сила;Экшен,8.8,5038.0,,Studio Pierrot,Фильм,16+,Фильм,1
239,Тамаёми,Спорт;Школа,7.1,137.0,Весна 2020,Studio A-CAT,ТВ Сериал,16+,ТВ Сериал,12
240,Маг-обманщик из другого мира,Приключения;Фэнтези;Экшен,6.7,4286.0,Лето 2019,Encourage Films,ТВ Сериал,16+,ТВ Сериал,12
241,Я хочу съесть твою поджелудочную,Драма,9.1,17595.0,,Studio VOLN,Фильм,16+,Фильм,1
242,Проект воспитания девочек-волшебниц,Магия;Сверхъестественное;Триллер;Фэнтези;Экшен,7.5,428.0,Осень 2016,,ТВ Сериал,18+,ТВ Сериал,12
243,В симуляторе свиданий: Нелёгкая жизнь мобов в мире отомэ-игр,Гарем;Романтика;Фэнтези;Школа,8.6,13245.0,Весна 2022,ENGI,ТВ Сериал,16+,ТВ Сериал,12
244,Пустынная эскадрилья Котобуки,Военное;Приключения;Экшен,7.1,167.0,Зима 2019,GEMBA,ТВ Сериал,16+,ТВ Сериал,12
245,Опасность в моём сердце 2,Комедия;Романтика;Сёнэн;Школа,9.1,5735.0,Зима 2024,Shin-Ei Animation,ТВ Сериал,16+,ТВ Сериал,13
246,Рандеву с жизнью OVA,Гарем;Комедия;Романтика;Фантастика;Школа,8.6,2533.0,,AICPLUS+,OVA,18+,OVA,1
247,Один на вылет,Психологическое;Спорт;Сэйнэн,9.1,1038.0,Осень 2008,Madhouse Studios,ТВ Сериал,16+,ТВ Сериал,25
248,Боевой континент 5,Боевые искусства;Исторический;Приключения;Романтика;Фэнтези;Экшен,8.7,1042.0,,,ONA,16+,ONA,1
249,Сказание о демонах сакуры: Киотский танец,Дзёсэй;Драма;Исторический;Самураи;Сверхъестественное;Экшен,7.9,171.0,,Studio DEEN,Фильм,16+,Фильм,1
250,Специальный отдел криминальных расследований: Токунана,Вампиры;Полиция;Фэнтези;Экшен,7.6,369.0,Осень 2019,,ТВ Сериал,16+,ТВ Сериал,12
251,Псевдонаучный ежемесячник,Детектив;Комедия;Фэнтези,5.6,267.0,Зима 2024,Oriental Light and Magic,ТВ Сериал,16+,ТВ Сериал,12
252,"Может, я встречу тебя в подземелье? OVA",Комедия;Приключения;Романтика;Фэнтези;Экшен,8.4,3154.0,,J.C. Staff,OVA,18+,OVA,1
253,Киберпанк: Бегущие по краю,Фантастика;Экшен,9.2,37780.0,,Trigger,ONA,18+,ONA,10
254,Детектив уже мёртв,Детектив;Драма;Комедия;Романтика,8.2,13381.0,Лето 2021,ENGI,ТВ Сериал,18+,ТВ Сериал,12
255,Баки Ханма,Боевые искусства;Сёнэн;Экшен,8.5,2785.0,,TMS Entertainment,ONA,18+,ONA,12
256,Слушайтесь папу!,Комедия;Повседневность;Романтика,8.1,734.0,Зима 2012,feel.,ТВ Сериал,16+,ТВ Сериал,12
257,Эпоха смут,Боевые искусства;Исторический;Самураи;Супер сила;Экшен,7.2,210.0,Весна 2009,Production I.G,ТВ Сериал,16+,ТВ Сериал,12
258,Литераторы и алхимики: Шестерни судей,Приключения;Фэнтези;Экшен,8.2,900.0,Весна 2020,Oriental Light and Magic,ТВ Сериал,16+,ТВ Сериал,13
259,Сага о Винланде,Драма;Исторический;Приключения;Сэйнэн;Экшен,9.4,23653.0,Лето 2019,Wit Studio,ТВ Сериал,18+,ТВ Сериал,24
260,Неприятности одной девушки-зомби,Сверхъестественное;Ужасы;Экшен,6.3,152.0,,Gonzo,ONA,18+,ONA,1
261,Небесный метод,Драма;Повседневность;Фэнтези;Школа,7.3,220.0,Осень 2014,Studio 3Hz,ТВ Сериал,16+,ТВ Сериал,13
262,Садистская смесь,Комедия;Повседневность;Сэйнэн,8.2,4630.0,Осень 2017,A-1 Pictures Inc.,ТВ Сериал,16+,ТВ Сериал,12
263,Ложные выводы 2,Демоны;Детектив;Романтика;Сверхъестественное;Сёнэн,8.5,4495.0,Зима 2023,Brains Base,ТВ Сериал,18+,ТВ Сериал,12
264,Ублюдок!! Сокрушитель тьмы. Часть 2 ONA,Комедия;Приключения;Фэнтези;Экшен;Этти,7.6,996.0,,LIDEN FILMS,ONA,18+,ONA,11
265,Маг на полную ставку 4,Магия;Фэнтези;Школа;Экшен,8.4,2522.0,,Shanghai Foch Film Culture Investment,ONA,16+,ONA,12
266,Скитальцы: Специальное издание,Исторический;Комедия;Приключения;Самураи;Сэйнэн;Фэнтези;Экшен,8.4,440.0,,Hoods Drifters Studio,OVA,18+,OVA,1
267,Экзотическая семейка,Демоны;Драма;Комедия;Повседневность;Фэнтези,7.5,238.0,Лето 2013,P.A. Works,ТВ Сериал,16+,ТВ Сериал,13
268,Арифурэта: Сильнейший ремесленник в мире 2 — Спецвыпуск,Гарем;Приключения;Фэнтези;Экшен,7.9,801.0,,asread,Спешл,16+,Спешл,1
269,У Коми проблемы с общением 2,Драма;Комедия;Повседневность;Сёнэн;Школа,8.8,8721.0,Весна 2022,Oriental Light and Magic,ТВ Сериал,16+,ТВ Сериал,12
270,Божественная семейка,Драма;Комедия;Романтика;Фэнтези,7.0,261.0,Весна 2006,Toei Animation,ТВ Сериал,16+,ТВ Сериал,13
271,Повелитель 4,Игры;Сверхъестественное;Фэнтези;Экшен,9.1,19985.0,Лето 2022,Madhouse Studios,ТВ Сериал,18+,ТВ Сериал,13
272,Империя Альтаир,Драма;Исторический;Приключения;Сёнэн;Фэнтези,8.3,405.0,Лето 2017,MAPPA,ТВ Сериал,16+,ТВ Сериал,24
273,Великий из бродячих псов,Детектив;Комедия;Сверхъестественное;Сэйнэн;Экшен,8.7,15296.0,Весна 2016,Bones,ТВ Сериал,18+,ТВ Сериал,12
274,"Персона 4: Золотое издание — Благодарю, Мистер Сообщник",Детектив;Драма;Приключения;Сверхъестественное,,,,A-1 Pictures Inc.,Спешл,16+,Спешл,1
275,Граница пустоты 4: Храм пустоты,Детектив;Сверхъестественное;Триллер;Экшен,8.3,615.0,,ufotable,Фильм,18+,Фильм,1
276,Готика,Детектив;Драма;Исторический;Романтика,8.9,3251.0,Зима 2011,Bones,ТВ Сериал,18+,ТВ Сериал,24
277,Клетка духа: Воплощение,Демоны;Драма;Триллер;Ужасы;Фантастика;Экшен,8.1,205.0,,,ONA,18+,ONA,12
278,Дымная трава,Фантастика;Фэнтези,6.9,164.0,Зима 2019,Yaoyorozu,ТВ Сериал,16+,ТВ Сериал,12
279,Моя геройская академия,Комедия;Сёнэн;Супер сила;Школа;Экшен,8.6,18727.0,Весна 2016,Bones,ТВ Сериал,16+,ТВ Сериал,13
280,Озорная Такаги: Водные горки,Комедия;Повседневность;Романтика,8.3,546.0,,Shin-Ei Animation,OVA,16+,OVA,1
281,Блудный сын: Спешлы,Драма;Школа,,,,AIC Classic,Спешл,16+,Спешл,2
282,Фури-кури: Шугейз,Безумие;Комедия;Меха;Пародия;Фантастика;Экшен,6.7,397.0,Осень 2023,NUT,ТВ Сериал,16+,ТВ Сериал,3
283,Лагерь на свежем воздухе 2,Комедия;Повседневность,9.0,957.0,Зима 2021,C-Station,ТВ Сериал,16+,ТВ Сериал,13
284,Любовные неудачи,Гарем;Комедия;Романтика;Школа;Этти,7.4,5477.0,Осень 2022,Passione,ТВ Сериал,18+,ТВ Сериал,12
285,Девушка-целитель,Музыка,6.7,303.0,Весна 2022,Studio 3Hz,ТВ Сериал,16+,ТВ Сериал,12
286,Музыкальная школа звёзд,Музыка;Повседневность;Школа,6.2,133.0,Осень 2015,C-Station,ТВ Сериал,16+,ТВ Сериал,12
287,Остров,Драма;Фантастика,8.0,493.0,Лето 2018,feel.,ТВ Сериал,16+,ТВ Сериал,12
288,"Может, я встречу тебя в подземелье? 4. Часть 2",Комедия;Приключения;Романтика;Фэнтези;Экшен,9.1,10006.0,Зима 2023,J.C. Staff,ТВ Сериал,18+,ТВ Сериал,11
289,Бездельные дни старшеклассницы,Комедия;Школа,8.0,398.0,Лето 2019,Passione,ТВ Сериал,16+,ТВ Сериал,12
290,Амантю! Спешл,Комедия;Повседневность;Сёнэн;Школа,,,,,OVA,16+,OVA,1
291,Невеста чародея 2,Драма;Романтика;Сверхъестественное;Сёнэн;Фэнтези,8.9,4165.0,Весна 2023,,ТВ Сериал,16+,ТВ Сериал,12
292,Манускрипт ниндзя,Боевые искусства;Исторический;Приключения;Романтика;Самураи;Ужасы;Фэнтези;Экшен,9.1,1175.0,,Madhouse Studios,Фильм,18+,Фильм,1
293,Эпоха смут: Последняя вечеринка,Боевые искусства;Исторический;Самураи;Супер сила;Экшен,6.5,108.0,,Production I.G,Фильм,16+,Фильм,1
294,Хикару и Го,Игры;Комедия;Сверхъестественное;Сёнэн,8.8,471.0,Осень 2001,Studio Pierrot,ТВ Сериал,16+,ТВ Сериал,75
295,Боевая лига: Мастера меха-гаджетов,Меха;Фантастика;Экшен,5.9,112.0,,Bandai Namco Pictures,ONA,16+,ONA,26
296,Мемуары Ванитаса,Вампиры;Исторический;Сверхъестественное;Сёнэн;Фэнтези,9.0,14097.0,Лето 2021,Bones,ТВ Сериал,18+,ТВ Сериал,12
297,Любимый во Франксе,Драма;Меха;Романтика;Фантастика;Экшен;Этти,8.0,25664.0,Зима 2018,A-1 Pictures Inc.,ТВ Сериал,18+,ТВ Сериал,24
298,Новый мастер кулинарии 2,Комедия;Сёнэн,5.4,119.0,Зима 2021,NAS,ТВ Сериал,16+,ТВ Сериал,12
299,Вольный стиль! Заплыв в будущее — Эпизод 0,Повседневность;Спорт;Школа,8.1,302.0,,Kyoto Animation,Спешл,16+,Спешл,1
300,Тетрадь дружбы Нацумэ 3,Драма;Повседневность;Сверхъестественное;Сёдзё;Фэнтези,9.1,706.0,Лето 2011,Brains Base,ТВ Сериал,16+,ТВ Сериал,13
301,"В те годы, когда я работал в зоопарке",Комедия;Повседневность,8.0,457.0,,Haoliners Animation League,ONA,16+,ONA,13
302,Король огненной охоты 2,Фэнтези,7.1,282.0,Зима 2024,Signal. MD,ТВ Сериал,16+,ТВ Сериал,10
303,Повар небесной гостиницы,Демоны;Сверхъестественное,8.8,1847.0,Весна 2018,Gonzo,ТВ Сериал,16+,ТВ Сериал,26
304,Дни мечты,Музыка;Повседневность;Школа,5.8,111.0,Лето 2019,Graphinica,ТВ Сериал,16+,ТВ Сериал,12
305,Обручённые кукушками,Гарем;Комедия;Романтика;Сёнэн,7.6,4494.0,Весна 2022,Shin-Ei Animation,ТВ Сериал,16+,ТВ Сериал,24
306,Намбака 2,Драма;Комедия;Экшен,8.7,2475.0,,Satelight,ONA,16+,ONA,12
307,Ну не может моя сестрёнка быть такой милой: Анимированный комментарий,Комедия,5.6,169.0,,AIC Build,Спешл,16+,Спешл,16
308,Арифурэта: Сильнейший ремесленник в мире 3,Гарем;Приключения;Фэнтези;Экшен,8.4,1120.0,Осень 2024,asread,ТВ Сериал,16+,ТВ Сериал,1
309,Волшебник-воин Орфен 3,Боевые искусства;Драма;Приключения;Фэнтези;Экшен,6.7,385.0,Зима 2023,Studio DEEN,ТВ Сериал,16+,ТВ Сериал,12
310,Девушка на час 2,Комедия;Романтика;Сёнэн;Школа,7.9,9714.0,Лето 2022,TMS Entertainment,ТВ Сериал,16+,ТВ Сериал,12
311,Мастера Меча Онлайн: Альтернативная «Призрачная пуля»,Военное;Игры;Фантастика;Фэнтези;Экшен,8.0,4016.0,Весна 2018,Studio 3Hz,ТВ Сериал,16+,ТВ Сериал,12
312,Пламенная бригада пожарных 2,Сверхъестественное;Сёнэн;Экшен,9.1,12136.0,Лето 2020,David Production,ТВ Сериал,18+,ТВ Сериал,24
313,Отвергнутый священный зверь,Военное;Драма;Сёнэн;Фэнтези;Экшен,7.7,993.0,Лето 2019,MAPPA,ТВ Сериал,18+,ТВ Сериал,12
314,Нэгима?!,Гарем;Комедия;Магия;Приключения;Романтика;Сверхъестественное;Фэнтези;Школа;Этти,6.1,194.0,Осень 2006,SHAFT,ТВ Сериал,16+,ТВ Сериал,26
315,Плод эволюции 2,Комедия;Приключения;Романтика;Фэнтези,5.2,4185.0,Зима 2023,Hotline,ТВ Сериал,16+,ТВ Сериал,12
316,Вайолет Эвергарден: Вечность и призрак пера,Драма;Повседневность;Фэнтези,9.2,5529.0,,Kyoto Animation,Фильм,12+,Фильм,1
317,Лиричная волшебница Наноха: Искатели,Драма;Комедия;Магия;Супер сила;Экшен,,,Весна 2007,,ТВ Сериал,16+,ТВ Сериал,26
318,Семь смертных грехов 2: Пролог,Комедия;Магия;Сёнэн;Супер сила;Экшен,8.3,1924.0,,A-1 Pictures Inc.,Спешл,16+,Спешл,1
319,Полулюди 2,Детектив;Сверхъестественное;Сэйнэн;Ужасы;Экшен,8.3,983.0,Осень 2016,Polygon Pictures,ТВ Сериал,18+,ТВ Сериал,13
320,Бакуман,Комедия;Романтика;Сёнэн,9.1,3083.0,Осень 2010,J.C. Staff,ТВ Сериал,16+,ТВ Сериал,25
321,"Кланнад: Другой мир, глава Томоё",Драма;Повседневность;Романтика;Школа,8.6,478.0,,Kyoto Animation,Спешл,16+,Спешл,1
322,Работа!! 3,Комедия;Повседневность;Романтика,8.1,380.0,Лето 2015,A-1 Pictures Inc.,ТВ Сериал,16+,ТВ Сериал,13
323,Кайна в великом снежном море,Фэнтези,7.6,1065.0,Зима 2023,Polygon Pictures,ТВ Сериал,16+,ТВ Сериал,11
324,Принц тенниса: Другая история — Сообщения из прошлого и будущего,Комедия;Сёнэн;Спорт;Школа,5.2,103.0,,M.S.C,OVA,16+,OVA,4
325,Нана,Драма;Комедия;Музыка;Повседневность;Романтика;Сёдзё,9.3,3207.0,Весна 2006,Madhouse Studios,ТВ Сериал,18+,ТВ Сериал,47
326,Непутёвый ученик в школе магии: Изучаем магические предметы!,Комедия;Магия,6.5,296.0,,,Спешл,16+,Спешл,1
327,Доктор Стоун: Рюсуй,Комедия;Приключения;Сёнэн;Фантастика,9.3,11616.0,,TMS Entertainment,Спешл,16+,Спешл,1
328,Дракон-горничная госпожи Кобаяси: Валентинки и горячие источники! — Только не ожидайте слишком многого,Комедия;Повседневность;Фэнтези,8.6,2957.0,,Kyoto Animation,Спешл,16+,Спешл,1
329,Новый принц тенниса: Спешлы,Комедия;Сёнэн;Спорт;Экшен,6.0,106.0,,M.S.C,Спешл,16+,Спешл,7
330,11 глаз: Спешл,Комедия;Сверхъестественное;Супер сила;Этти,5.5,178.0,,Dogakobo,Спешл,18+,Спешл,1
331,Брошенный кролик: Спешлы,Дзёсэй;Повседневность,9.0,772.0,,Production I.G,Спешл,16+,Спешл,4
332,Провожающая в последний путь Фрирен,Драма;Приключения;Сёнэн;Фэнтези,9.5,36696.0,Осень 2023,Madhouse Studios,ТВ Сериал,16+,ТВ Сериал,28
333,Лазурный путь: Малый вперёд!,Военное;Комедия;Повседневность;Фантастика,7.7,502.0,Зима 2021,,ТВ Сериал,16+,ТВ Сериал,12
334,Мой счастливый брак: Форма моего счастья,Исторический;Романтика;Фэнтези,8.5,1632.0,,,OVA,16+,OVA,1
335,Далёкий паладин 2,Приключения;Фэнтези;Экшен,8.5,3955.0,Осень 2023,Oriental Light and Magic,ТВ Сериал,16+,ТВ Сериал,12
336,Чудачества любви не помеха! История Рикки,Драма;Комедия;Повседневность;Романтика;Школа,8.3,1519.0,,Kyoto Animation,Фильм,16+,Фильм,1
337,Мартовский лев 2,Драма;Игры;Повседневность;Сэйнэн,8.9,325.0,Осень 2017,SHAFT,ТВ Сериал,16+,ТВ Сериал,22
338,История о мононокэ 2,Сверхъестественное;Сэйнэн;Фэнтези;Экшен,8.1,1419.0,Лето 2023,Bandai Namco Pictures,ТВ Сериал,16+,ТВ Сериал,12
339,Моя девушка и подруга детства часто ссорятся,Гарем;Комедия;Романтика;Школа,7.4,1494.0,Зима 2013,A-1 Pictures Inc.,ТВ Сериал,16+,ТВ Сериал,13
340,Остров гигантских насекомых. Фильм,Ужасы,5.8,682.0,,Passione,Фильм,18+,Фильм,1
341,Радиан 2,Магия;Приключения;Фэнтези;Экшен,8.9,1366.0,Осень 2019,Lerche,ТВ Сериал,16+,ТВ Сериал,21
342,В песках поющие китята,Детектив;Драма;Сёдзё;Фантастика;Фэнтези,8.1,594.0,Осень 2017,J.C. Staff,ТВ Сериал,16+,ТВ Сериал,12
343,Слушайтесь папу! Поккапока,Комедия;Повседневность;Романтика,7.4,277.0,,feel.,Спешл,16+,Спешл,1
344,Психопаспорт: Грешники системы — По ту сторону царства,Полиция;Психологическое;Фантастика;Экшен,8.7,1229.0,,Production I.G,Фильм,18+,Фильм,1
345,Далёкий паладин,Приключения;Фэнтези;Экшен,8.1,10105.0,Осень 2021,,ТВ Сериал,16+,ТВ Сериал,12
346,Нулевой Эдем 2,Комедия;Космос;Приключения;Сёнэн;Фантастика;Фэнтези;Экшен,7.9,1016.0,Весна 2023,J.C. Staff,ТВ Сериал,16+,ТВ Сериал,25
347,Беззаботная старшеклассница,Комедия;Повседневность;Школа,6.1,338.0,Весна 2019,Seven,ТВ Сериал,16+,ТВ Сериал,12
348,"Вперёд, ко вселенной!!",Сёнэн;Спорт,7.5,148.0,Весна 2012,TYO Animations,ТВ Сериал,16+,ТВ Сериал,39
349,Кровь Триединства,Вампиры;Сверхъестественное;Экшен,8.5,716.0,Весна 2005,Gonzo,ТВ Сериал,18+,ТВ Сериал,24
350,Психопаспорт 2,Полиция;Психологическое;Фантастика;Экшен,8.5,3552.0,Осень 2014,Tatsunoko Productions,ТВ Сериал,18+,ТВ Сериал,11
351,Папаши-дружбаны,Комедия;Экшен,9.2,9493.0,Зима 2023,P.A. Works,ТВ Сериал,16+,ТВ Сериал,12
352,Попсовый эпос,Безумие;Комедия;Пародия,8.2,594.0,Зима 2018,Kamikaze Douga,ТВ Сериал,16+,ТВ Сериал,12
353,Потерянная песня,Драма;Фэнтези,7.2,114.0,Весна 2018,Dwango,ТВ Сериал,16+,ТВ Сериал,12
354,Глейпнир,Детектив;Сверхъестественное;Сэйнэн;Экшен;Этти,8.2,9113.0,Весна 2020,Pine Jam,ТВ Сериал,18+,ТВ Сериал,13
355,Дракон-горничная госпожи Кобаяси 2,Комедия;Повседневность;Фэнтези,8.9,7327.0,Лето 2021,Kyoto Animation,ТВ Сериал,16+,ТВ Сериал,12
356,Синие Мибуро,Исторический;Самураи;Сёнэн;Экшен,7.5,157.0,Осень 2024,,ТВ Сериал,16+,ТВ Сериал,1
357,Атака титанов,Военное;Детектив;Драма;Сёнэн;Супер сила;Фэнтези;Экшен,9.4,38789.0,Весна 2013,Wit Studio,ТВ Сериал,18+,ТВ Сериал,25
